age,attrition,businesstravel,dailyrate,distancefromhome,education,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
21,no,travel_rarely,290.04,15,2,1231,3,M,3,1,research scientist,4,single,4492.84,6090.75,1,no,14,3,4,part time,0,0,6,3,0,0,0,2002,28111.13,yes
30,no,travel_rarely,290.04,9,2,1232,4,M,2,1,laboratory technician,3,,2342.59,6090.75,1,desconocido,13,3,1,part time,0,10,5,3,10,1,8,1993,28111.13,no
39,yes,travel_rarely,215.22,18,3,1233,18,M,3,2,sales representative,4,married,4492.84,4519.67,3,no,14,3,3,part time,1,19,6,4,1,0,0,1984,20860.0,yes
24,yes,travel_rarely,290.04,1,3,1234,2,M,3,1,research scientist,4,,4492.84,6090.75,2,yes,16,3,1,part time,1,6,2,,2,2,0,1999,28111.13,no
35,no,,201.29,4,2,1235,3,M,3,1,laboratory technician,4,divorced,4492.84,4227.17,1,desconocido,12,3,3,part time,1,1,3,3,1,0,0,1988,19510.0,yes
27,no,,290.04,2,4,1236,4,F,3,1,laboratory technician,1,divorced,2342.59,6090.75,1,desconocido,13,3,4,part time,1,,6,3,1,0,0,1996,28111.13,no
26,yes,,290.04,25,3,1237,1,M,1,1,laboratory technician,3,single,2342.59,6090.75,1,desconocido,12,3,3,,0,1,2,2,1,0,1,1997,53914.11,no
37,no,,311.79,24,2,1238,2,M,3,1,research scientist,2,married,4492.84,6547.67,4,no,21,4,1,full time,0,8,1,3,1,0,0,1986,30220.0,no
35,no,,290.04,46,1,1239,46,M,4,1,laboratory technician,4,,2342.59,6090.75,1,no,19,,4,,0,1,2,3,1,0,1,1988,53914.11,yes
48,yes,,1032.49,1,2,1240,1,M,2,3,laboratory technician,3,,8339.32,21682.23,9,desconocido,13,3,4,part time,0,,2,3,1,0,0,1975,100071.84,no
35,no,non-travel,1032.49,11,2,1241,3,M,2,3,healthcare representative,1,married,8339.32,21682.23,2,yes,13,3,3,part time,1,10,3,3,4,2,3,1988,100071.84,yes
55,no,travel_rarely,1582.77,8,3,1242,4,F,3,4,manager,3,divorced,12783.92,33238.2,2,yes,14,3,3,full time,3,21,2,3,5,0,2,1968,153407.07,yes
45,no,,1003.27,7,3,1243,2,M,3,3,research scientist,1,,8103.33,21068.67,2,no,17,3,3,part time,1,,2,3,1,0,0,1978,97240.0,yes
36,yes,,349.56,9,3,1244,4,M,2,1,research scientist,3,,2823.33,7340.67,0,desconocido,17,3,1,full time,1,,0,2,1,0,0,1987,33880.0,yes
36,no,travel_rarely,313.44,6,3,1245,2,F,4,1,laboratory technician,4,,2531.67,6582.33,3,no,12,3,2,,0,,3,3,1,0,0,1987,53914.11,yes
45,no,travel_rarely,1032.49,6,4,1246,4,M,3,3,research director,1,,4492.84,21682.23,4,yes,14,3,2,part time,0,,3,4,0,0,0,1978,100071.84,no
55,no,,1032.49,1,2,1247,1,M,3,3,sales executive,4,married,8339.32,21682.23,3,desconocido,14,3,4,,1,,4,3,1,1,0,1968,53914.11,yes
23,no,,239.57,2,1,1248,3,M,3,1,sales representative,1,divorced,1935.0,5031.0,3,no,13,3,3,part time,1,,3,3,0,0,0,2000,23220.0,no
32,no,travel_rarely,290.04,1,1,1249,4,M,3,1,research scientist,1,single,2342.59,6090.75,1,no,13,3,4,part time,0,,2,3,1,0,0,1991,28111.13,yes
20,yes,,301.89,6,3,1250,4,F,2,1,laboratory technician,4,single,2438.33,6339.67,1,yes,18,,2,,0,,5,3,1,1,0,2003,53914.11,no
37,no,,556.26,2,2,1251,3,M,2,2,healthcare representative,4,divorced,4492.84,11681.39,5,no,14,3,4,part time,1,17,2,4,1,0,0,1986,53914.11,no
22,no,,290.04,15,3,1252,2,F,3,1,laboratory technician,4,single,2342.59,6090.75,1,no,15,3,3,part time,0,,5,3,0,0,0,2001,28111.13,no
34,no,,464.8,24,4,1253,24,F,2,2,research scientist,2,,3754.17,9760.83,6,desconocido,15,3,3,part time,1,,3,3,1,0,0,1989,45050.0,yes
36,no,,292.5,3,2,1254,1,F,3,1,laboratory technician,4,divorced,4492.84,6142.5,5,desconocido,22,4,1,full time,1,,2,3,1,0,0,1987,28350.0,no
19,yes,travel_rarely,290.04,22,1,1255,4,M,3,1,sales representative,3,single,4492.84,6090.75,1,yes,19,3,4,part time,0,0,2,2,0,0,0,2004,28111.13,yes
41,no,,290.04,9,4,1256,3,M,3,1,laboratory technician,1,,4492.84,6090.75,2,desconocido,21,4,4,part time,1,7,2,3,5,1,4,1982,28111.13,yes
19,no,,290.04,18,1,1257,2,F,3,1,laboratory technician,2,single,2342.59,6090.75,1,no,14,,4,part time,0,1,3,3,1,0,0,2004,28111.13,no
51,no,,556.26,7,4,1258,2,M,2,2,manufacturing director,3,married,4492.84,11681.39,2,no,17,3,3,,0,10,2,3,1,0,0,1972,53914.11,yes
58,no,,290.04,9,3,1259,2,F,2,1,research scientist,2,married,4492.84,6090.75,4,yes,20,4,2,part time,1,9,3,2,1,0,0,1965,28111.13,no
19,yes,travel_frequently,290.04,1,1,1260,3,F,1,1,sales representative,1,,2342.59,6090.75,0,no,21,4,1,part time,0,1,5,,0,0,0,2004,28111.13,yes
19,yes,travel_rarely,290.04,2,3,1261,2,M,2,1,laboratory technician,4,single,2342.59,6090.75,1,desconocido,22,4,3,part time,0,1,3,2,1,1,0,2004,28111.13,yes
35,yes,travel_rarely,556.26,23,2,1262,2,M,2,2,manufacturing director,3,,4492.84,11681.39,3,yes,13,3,1,part time,0,8,1,3,1,0,1,1988,53914.11,yes
38,no,travel_rarely,676.1,38,4,1263,4,M,3,2,manufacturing director,3,,4492.84,14198.17,9,desconocido,14,3,2,full time,0,14,3,3,1,0,0,1985,65530.0,no
38,yes,,688.48,29,1,1264,2,M,3,2,healthcare representative,1,married,5560.83,14458.17,7,yes,19,,2,full time,0,17,2,3,1,0,0,1985,66730.0,no
41,no,,1402.25,6,3,1265,4,F,3,3,manager,4,single,11325.83,29447.17,3,yes,18,3,3,full time,0,,3,3,1,0,0,1982,135910.0,no
59,no,travel_rarely,224.61,3,3,1266,3,M,2,1,research scientist,4,married,4492.84,4716.83,3,desconocido,17,3,1,part time,1,7,6,3,1,0,0,1964,21770.0,yes
50,no,travel_rarely,2013.66,1,4,1267,4,F,3,5,manager,4,divorced,16264.17,42286.83,3,no,11,3,3,full time,1,,3,2,7,0,6,1973,195170.0,no
41,no,travel_rarely,556.26,19,2,1268,3,M,3,2,research scientist,1,divorced,4492.84,11681.39,2,desconocido,16,3,1,part time,2,17,2,2,1,0,0,1982,53914.11,yes
45,no,,1981.16,1,3,1269,3,M,4,5,manager,4,,16001.67,41604.33,0,desconocido,11,3,3,full time,1,25,2,3,24,1,7,1978,192020.0,no
37,yes,,1036.7,10,3,1270,1,M,3,3,manufacturing director,3,,8373.33,21770.67,6,no,11,,2,full time,2,17,5,3,1,0,0,1986,100480.0,yes
51,no,,280.94,38,3,1271,3,M,3,1,research scientist,4,married,2269.17,5899.83,1,no,11,3,2,part time,0,1,0,2,1,0,0,1972,27230.0,yes
28,yes,travel_rarely,290.04,2,4,1272,1,M,3,1,laboratory technician,3,single,2342.59,6090.75,2,desconocido,11,3,3,part time,0,5,5,1,0,0,0,1995,28111.13,no
29,no,travel_rarely,685.49,2,3,1273,1,M,2,2,sales executive,2,married,4492.84,14395.33,2,no,19,3,2,full time,2,10,2,,0,0,0,1994,66440.0,yes
31,no,travel_rarely,556.26,23,3,1274,2,M,2,2,healthcare representative,4,,4492.84,11681.39,0,no,21,,2,part time,1,10,2,3,9,7,8,1992,53914.11,yes
38,no,travel_rarely,578.29,7,2,1275,1,F,4,2,sales executive,1,,4670.83,12144.17,1,yes,24,4,3,full time,1,8,3,3,8,7,7,1985,56050.0,no
44,yes,travel_frequently,326.13,12,3,1276,12,M,3,1,laboratory technician,3,,2634.17,6848.83,3,yes,22,4,4,full time,1,19,0,1,1,0,0,1979,31610.0,yes
36,no,,556.26,3,3,1277,3,M,3,2,research scientist,2,single,4492.84,11681.39,4,desconocido,12,3,4,part time,0,10,2,3,8,7,7,1987,53914.11,yes
18,yes,,146.51,3,3,1278,3,M,3,1,laboratory technician,3,single,1183.33,3076.67,1,no,13,3,3,,0,0,2,3,0,0,0,2005,53914.11,yes
36,no,,290.04,18,4,1279,3,M,4,1,laboratory technician,4,married,2342.59,6090.75,4,no,18,3,4,part time,2,4,2,3,1,0,0,1987,28111.13,yes
18,no,,123.81,10,3,1280,4,F,2,1,sales representative,3,,1000.0,2600.0,1,no,12,3,1,part time,0,0,2,3,0,0,0,2005,12000.0,no
39,yes,travel_rarely,540.43,3,2,1281,4,F,3,2,sales executive,3,married,4365.0,11349.0,4,yes,18,3,1,,0,12,3,2,1,0,0,1984,52380.0,yes
43,no,travel_rarely,1030.2,15,3,1282,15,F,3,3,healthcare representative,1,married,4492.84,21634.17,8,no,16,3,1,part time,1,,1,2,1,0,0,1980,99850.0,yes
47,no,travel_frequently,556.26,4,1,1283,2,M,3,2,sales representative,3,,4492.84,11681.39,3,no,19,3,1,part time,0,5,3,3,0,0,0,1976,53914.11,no
42,no,travel_rarely,1649.97,23,5,1284,1,F,3,4,research director,4,single,4492.84,34649.33,2,no,14,3,2,full time,0,16,2,3,1,0,0,1981,159920.0,no
32,no,,244.52,2,3,1285,3,F,3,1,laboratory technician,2,married,1975.0,5135.0,1,no,13,,3,part time,1,8,4,3,8,0,7,1991,23700.0,yes
48,no,travel_rarely,1032.49,29,1,1286,1,F,3,3,manager,3,married,8339.32,21682.23,3,desconocido,21,4,2,part time,1,15,3,1,0,0,0,1975,100071.84,yes
42,no,travel_rarely,699.63,2,4,1287,1,M,2,2,healthcare representative,4,,5650.83,14692.17,3,desconocido,23,4,2,full time,0,,6,3,1,0,0,1981,67810.0,no
36,no,non-travel,686.42,1,5,1288,4,F,3,2,sales executive,4,,5544.17,14414.83,4,desconocido,15,,2,,0,,6,3,1,0,0,1987,53914.11,yes
33,yes,travel_rarely,294.15,5,3,1289,4,F,3,1,sales representative,3,single,4492.84,6177.17,1,desconocido,13,,2,full time,0,1,2,3,1,0,0,1990,28510.0,no
46,no,,542.49,7,4,1290,3,F,3,2,manufacturing director,3,married,4492.84,11392.33,2,desconocido,14,3,3,part time,0,7,2,4,1,0,0,1977,52580.0,yes
21,yes,travel_rarely,290.04,12,3,1291,3,F,4,1,sales representative,2,single,2342.59,6090.75,1,desconocido,15,3,4,,0,1,0,3,1,0,0,2002,53914.11,no
30,no,,255.46,2,1,1292,3,M,3,1,sales representative,2,,2063.33,5364.67,1,desconocido,18,3,1,,1,,3,3,1,0,0,1993,53914.11,yes
30,yes,travel_frequently,235.75,4,3,1293,3,M,3,1,research scientist,4,single,1904.17,4950.83,9,yes,23,4,3,part time,0,3,4,3,1,0,0,1993,22850.0,no
32,no,travel_rarely,433.02,10,4,1294,3,M,3,2,manufacturing director,2,single,3497.5,9093.5,2,desconocido,12,3,4,part time,0,18,2,2,1,0,1,1986,41970.0,yes
40,no,travel_rarely,355.75,2,3,1295,2,F,2,2,laboratory technician,3,married,2873.33,7470.67,6,no,22,4,2,,1,,3,3,1,0,0,1983,53914.11,yes
28,no,travel_rarely,470.27,17,2,1296,3,M,3,2,laboratory technician,1,,3798.33,9875.67,1,desconocido,12,3,4,part time,1,10,2,,10,1,8,1995,45580.0,no
38,no,travel_frequently,175.6,2,2,1297,4,M,3,1,laboratory technician,4,married,1418.33,3687.67,1,yes,23,4,3,part time,1,,3,3,1,0,0,1985,17020.0,no
19,yes,,264.54,2,2,1298,1,M,2,1,human resources,4,single,2136.67,5555.33,1,no,12,3,3,part time,0,1,3,4,1,0,0,2004,25640.0,yes
57,no,travel_rarely,1582.77,29,3,1299,1,M,2,4,manager,4,divorced,4492.84,33238.2,3,no,12,3,3,full time,1,,3,2,1,0,0,1966,153407.07,yes
47,no,travel_rarely,523.1,2,2,1300,1,F,3,2,manufacturing director,4,,4492.84,10985.0,5,desconocido,13,,3,part time,3,20,2,3,5,0,4,1976,50700.0,yes
54,no,travel_rarely,390.0,8,4,1301,3,F,3,2,laboratory technician,3,single,3150.0,8190.0,7,desconocido,11,3,3,part time,0,,3,3,1,0,0,1969,37800.0,no
31,yes,travel_frequently,1013.59,42,3,1302,42,M,3,3,healthcare representative,3,,4492.84,21285.33,3,no,12,3,1,part time,0,12,2,3,1,0,0,1992,98240.0,yes
18,yes,travel_frequently,193.76,5,3,1303,2,M,3,1,sales representative,2,,4492.84,4069.0,1,yes,14,3,4,part time,0,,3,3,0,0,0,2005,18780.0,no
40,no,,1032.49,28,3,1304,3,M,1,3,sales executive,1,,4492.84,21682.23,3,no,15,3,3,part time,1,20,2,3,1,0,1,1983,100071.84,yes
26,no,,556.26,29,2,1305,1,M,3,2,sales executive,3,,4492.84,11681.39,5,desconocido,12,3,1,part time,2,8,5,3,0,0,0,1997,53914.11,yes
26,yes,travel_rarely,241.43,24,3,1306,3,M,1,1,laboratory technician,4,single,1950.0,5070.0,1,yes,18,3,2,,0,1,3,1,1,0,0,1997,53914.11,yes
38,no,,556.26,10,3,1307,3,F,3,2,healthcare representative,3,,4492.84,11681.39,3,no,19,3,3,,1,18,4,,1,0,0,1985,53914.11,yes
24,no,,219.45,17,2,1308,4,M,2,1,laboratory technician,2,married,1772.5,4608.5,1,no,21,4,4,part time,1,1,2,3,1,0,0,1999,21270.0,yes
30,yes,travel_frequently,209.75,12,4,1309,2,M,2,1,sales representative,1,married,1694.17,4404.83,1,no,18,3,3,part time,1,1,2,4,1,0,0,1993,20330.0,yes
37,no,travel_rarely,990.68,2,3,1310,4,M,3,2,sales executive,3,married,8001.67,20804.33,4,desconocido,11,3,3,full time,1,,3,2,3,1,0,1986,96020.0,no
20,no,travel_rarely,290.04,1,3,1311,4,F,2,1,research scientist,2,,2342.59,6090.75,1,no,13,,4,part time,0,1,0,4,1,0,0,2003,28111.13,yes
43,no,,1715.48,14,4,1312,2,M,2,4,research director,4,divorced,13855.83,36025.17,4,desconocido,14,3,3,full time,1,21,3,,1,0,0,1980,166270.0,no
38,no,,290.04,27,1,1313,3,F,3,1,research scientist,1,,2342.59,6090.75,3,no,17,3,4,part time,0,8,3,2,0,0,0,1985,28111.13,yes
33,no,,556.26,8,4,1314,3,M,3,2,sales executive,3,divorced,4492.84,11681.39,0,desconocido,12,3,4,part time,0,6,3,3,5,1,2,1990,53914.11,no
30,no,,214.91,3,3,1315,3,F,3,1,research scientist,3,,1735.83,4513.17,1,no,20,4,3,part time,1,1,2,,1,0,0,1993,20830.0,no
29,no,,556.26,44,2,1316,2,F,3,2,sales executive,3,,4492.84,11681.39,1,no,14,3,1,part time,1,,5,2,6,1,2,1994,53914.11,no
20,yes,,104.1,10,1,1317,4,M,3,1,research scientist,3,single,84083.0,2186.17,1,desconocido,11,3,4,part time,0,,5,3,1,1,1,2003,10090.0,yes
35,no,non-travel,290.04,20,3,1318,20,M,2,1,laboratory technician,3,married,2342.59,6090.75,1,no,18,3,3,,2,1,3,3,1,0,0,1988,53914.11,no
37,no,,290.04,10,2,1319,4,M,4,1,research scientist,4,single,4492.84,6090.75,3,no,17,3,1,part time,0,,2,,1,0,0,1986,28111.13,yes
38,no,,811.06,1,3,1320,3,F,3,3,manufacturing director,3,single,6550.83,17032.17,4,yes,14,,4,part time,0,10,4,,1,0,0,1985,78610.0,yes
29,no,,272.59,10,3,1321,3,M,3,1,sales representative,3,single,2201.67,5724.33,1,no,11,3,3,part time,0,1,6,,1,0,0,1994,26420.0,no
35,no,,556.26,2,4,1322,4,F,3,2,healthcare representative,1,divorced,4492.84,11681.39,2,no,11,3,1,part time,1,16,2,4,1,0,0,1988,53914.11,yes
38,no,travel_rarely,290.04,2,5,1323,4,M,3,1,research scientist,3,married,2342.59,6090.75,6,yes,13,3,2,,1,,0,1,1,0,1,1985,53914.11,yes
34,no,travel_rarely,528.36,8,5,1324,2,F,3,2,manufacturing director,1,,4267.5,11095.5,3,no,14,3,3,part time,1,,3,,0,0,0,1989,51210.0,yes
23,yes,,290.04,6,3,1325,3,M,4,1,laboratory technician,1,,2342.59,6090.75,1,yes,21,4,3,,2,1,2,3,0,0,0,2000,53914.11,no
24,no,,277.95,9,3,1326,3,M,2,1,laboratory technician,2,divorced,2245.0,5837.0,1,no,11,3,3,part time,3,,4,3,1,0,0,1999,26940.0,no
29,yes,travel_rarely,290.04,1,2,1327,2,F,2,1,laboratory technician,1,married,2342.59,6090.75,1,desconocido,11,3,4,part time,1,1,1,3,1,0,0,1994,28111.13,yes
40,no,travel_frequently,525.57,16,4,1328,1,M,2,2,laboratory technician,3,,4245.0,11037.0,6,no,14,3,4,part time,0,10,6,3,1,0,0,1983,50940.0,yes
30,no,travel_rarely,556.26,2,3,1329,3,F,2,2,manufacturing director,4,single,4492.84,11681.39,5,desconocido,24,4,2,part time,0,12,4,2,0,0,0,1993,53914.11,yes
45,no,,234.62,2,3,1330,2,F,2,1,research scientist,3,,4492.84,4927.0,1,no,14,3,4,part time,0,1,3,3,1,0,0,1978,22740.0,yes
27,no,,290.04,3,3,1331,4,M,3,1,research scientist,4,married,2342.59,6090.75,1,desconocido,11,3,3,part time,3,0,6,2,0,0,0,1996,28111.13,yes
37,no,,556.26,16,4,1332,4,M,2,2,sales executive,3,,4492.84,11681.39,4,desconocido,19,,4,part time,2,9,2,3,1,0,0,1986,53914.11,yes
32,no,,238.75,1,3,1333,4,M,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,no,12,,2,part time,1,4,2,3,3,0,2,1991,23140.0,yes
53,no,travel_rarely,1582.77,8,3,1334,1,M,3,4,sales executive,4,married,4492.84,33238.2,5,desconocido,14,3,3,full time,1,28,3,3,2,2,2,1970,153407.07,yes
37,no,,1032.49,19,2,1335,19,M,3,3,sales executive,2,single,4492.84,21682.23,1,yes,13,3,4,part time,0,,2,3,10,0,9,1986,100071.84,no
32,yes,travel_rarely,290.04,25,4,1336,1,M,3,1,laboratory technician,4,,2342.59,6090.75,1,desconocido,24,4,3,part time,0,1,2,1,1,0,1,1991,28111.13,yes
58,yes,travel_frequently,245.56,2,1,1337,4,M,2,1,laboratory technician,4,divorced,4492.84,5156.67,9,desconocido,14,3,4,part time,1,3,3,2,1,0,0,1965,23800.0,yes
43,no,travel_rarely,556.26,8,3,1338,1,F,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,no,21,4,3,part time,1,4,2,4,1,0,0,1980,53914.11,no
21,yes,travel_rarely,290.04,18,1,1339,4,F,3,1,research scientist,4,single,2342.59,6090.75,1,no,19,,1,part time,0,,3,2,1,0,0,2002,28111.13,no
34,no,,207.17,48,3,1340,48,M,3,1,laboratory technician,2,,1673.33,4350.67,1,no,14,3,2,part time,2,1,3,3,1,1,0,1989,20080.0,yes
58,no,,1088.7,5,3,1341,3,F,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,desconocido,13,,4,full time,1,24,3,3,6,0,4,1965,105520.0,no
48,no,,233.07,20,4,1342,4,M,3,1,research scientist,3,married,1882.5,4894.5,4,desconocido,17,3,1,part time,2,13,2,2,0,0,0,1975,22590.0,no
32,no,non-travel,290.04,1,3,1343,3,F,2,1,laboratory technician,2,married,2342.59,6090.75,6,no,20,,3,part time,0,5,3,3,3,0,2,1991,28111.13,yes
25,yes,,248.96,19,2,1344,3,M,2,1,sales representative,2,married,4492.84,5228.17,1,yes,18,,3,part time,3,,2,3,1,0,0,1998,24130.0,no
40,no,,1032.49,10,4,1345,1,M,2,3,sales executive,2,divorced,8339.32,21682.23,2,no,12,3,2,part time,1,11,2,2,1,0,0,1983,100071.84,yes
19,yes,,218.83,21,3,1346,4,M,2,1,sales representative,2,single,4492.84,4595.5,1,yes,13,3,2,part time,0,1,3,4,1,0,0,2004,21210.0,no
20,yes,travel_rarely,290.04,4,3,1347,1,M,3,1,laboratory technician,1,single,2342.59,6090.75,1,desconocido,19,3,2,part time,0,1,2,3,1,0,0,2003,28111.13,no
33,no,travel_rarely,556.26,1,3,1348,2,F,2,2,healthcare representative,4,,4492.84,11681.39,0,desconocido,14,3,1,part time,0,6,3,3,5,1,4,1990,53914.11,yes
58,yes,travel_rarely,255.77,2,3,1349,4,M,3,1,research scientist,3,single,4492.84,5371.17,4,no,24,4,1,part time,0,7,4,3,1,0,0,1965,24790.0,no
40,yes,non-travel,1361.29,24,3,1350,2,F,4,4,sales executive,2,single,4492.84,28587.0,4,desconocido,16,3,4,full time,0,22,2,2,1,0,0,1983,131940.0,yes
29,yes,travel_rarely,290.04,10,3,1351,4,F,2,1,research scientist,1,single,2342.59,6090.75,6,yes,20,4,3,part time,0,3,5,3,0,0,0,1994,28111.13,yes
47,no,travel_rarely,429.52,18,2,1352,4,F,3,2,sales executive,4,single,3469.17,9019.83,1,yes,17,3,3,,0,9,0,3,9,0,7,1976,53914.11,no
18,no,,290.04,5,2,1353,2,M,3,1,research scientist,4,,2342.59,6090.75,1,no,15,3,4,part time,0,,2,3,0,0,0,2005,28111.13,yes
20,yes,,268.25,16,3,1354,4,F,2,1,research scientist,1,,4492.84,5633.33,1,yes,15,3,1,part time,0,1,2,3,1,0,0,2003,26000.0,no
42,no,,1888.4,5,2,1355,4,M,3,5,manager,3,,15252.5,39656.5,6,no,13,3,2,full time,0,21,3,4,1,0,0,1981,183030.0,yes
50,no,travel_rarely,245.56,9,3,1356,1,M,3,1,laboratory technician,4,married,1983.33,5156.67,4,no,18,,2,,0,8,5,3,1,0,0,1973,53914.11,yes
37,yes,travel_rarely,492.87,11,2,1357,1,F,1,2,healthcare representative,2,,3980.83,10350.17,5,no,15,3,1,part time,0,15,2,1,1,0,0,1986,47770.0,yes
38,no,,556.26,3,4,1358,2,M,3,2,sales executive,4,,4492.84,11681.39,8,yes,12,3,3,,0,19,1,3,1,0,0,1985,53914.11,no
36,yes,,556.26,15,3,1359,1,M,3,2,laboratory technician,3,divorced,4492.84,11681.39,7,desconocido,14,3,2,part time,1,9,3,2,1,0,0,1987,53914.11,yes
28,no,travel_rarely,108.54,10,1,1360,4,M,3,1,sales representative,2,married,87667.0,2279.33,1,no,22,4,2,,0,,5,3,1,0,0,1995,10520.0,yes
43,no,,1032.49,25,3,1361,3,M,2,3,sales executive,4,,4492.84,21682.23,5,no,13,3,3,part time,1,18,5,3,1,0,0,1980,100071.84,yes
21,yes,travel_rarely,290.04,10,3,1362,3,F,2,1,laboratory technician,1,single,2342.59,6090.75,1,no,13,,1,part time,0,1,6,2,1,1,0,2002,28111.13,yes
51,yes,travel_rarely,253.91,4,4,1363,1,M,3,1,research scientist,3,married,4492.84,5332.17,9,desconocido,12,,3,part time,3,18,2,4,10,2,7,1972,24610.0,no
37,no,,556.26,10,4,1364,4,F,2,2,sales executive,4,divorced,4492.84,11681.39,2,yes,14,,3,part time,3,8,5,3,1,0,0,1986,53914.11,no
28,yes,,267.84,1,3,1365,1,M,2,1,laboratory technician,2,divorced,4492.84,5624.67,1,no,15,,1,,2,,2,3,1,0,0,1995,25960.0,no
50,yes,,487.81,1,4,1366,4,M,3,2,sales executive,3,single,4492.84,10244.0,3,yes,14,3,4,part time,0,5,4,3,0,0,0,1973,47280.0,yes
34,no,,290.04,3,4,1367,3,M,2,1,research scientist,4,,2342.59,6090.75,3,no,17,3,4,part time,3,6,2,3,0,0,0,1989,28111.13,yes
38,no,travel_rarely,758.44,2,2,1368,4,M,3,3,sales executive,2,single,6125.83,15927.17,7,no,16,3,3,part time,0,,2,3,1,0,0,1985,73510.0,yes
42,no,,556.26,29,3,1369,2,M,1,2,laboratory technician,4,,4492.84,11681.39,4,desconocido,19,3,1,part time,0,16,3,3,1,0,0,1981,53914.11,no
18,yes,,290.04,8,1,1370,3,M,3,1,laboratory technician,3,single,2342.59,6090.75,1,no,12,3,4,part time,0,,0,3,0,0,0,2005,28111.13,yes
41,no,,491.73,12,4,1371,2,M,3,1,laboratory technician,4,,3971.67,10326.33,3,yes,11,3,1,full time,1,6,4,,1,0,0,1982,47660.0,no
35,no,travel_rarely,232.97,1,4,1372,4,M,2,1,laboratory technician,3,,1881.67,4892.33,6,no,12,3,2,part time,1,,2,3,8,1,7,1988,22580.0,yes
32,no,,291.67,2,1,1373,3,F,3,1,sales representative,1,,4492.84,6125.17,1,desconocido,12,3,3,full time,3,1,3,3,1,0,0,1991,28270.0,yes
22,yes,,294.36,3,4,1374,3,M,2,1,research scientist,4,married,2377.5,6181.5,0,yes,11,3,2,full time,1,1,5,3,0,0,0,2001,28530.0,yes
44,no,non-travel,236.27,26,3,1375,26,M,1,1,research scientist,3,single,4492.84,4961.67,2,no,13,,4,part time,0,6,3,3,0,0,0,1979,22900.0,yes
41,yes,non-travel,217.39,5,2,1376,1,M,2,1,research scientist,1,,1755.83,4565.17,6,no,17,3,1,part time,1,5,2,1,1,0,0,1982,21070.0,yes
40,no,travel_frequently,556.26,2,4,1377,2,M,3,2,sales executive,2,,4492.84,11681.39,5,no,12,3,4,part time,3,,2,3,0,0,0,1983,53914.11,no
24,yes,,228.02,17,2,1378,4,F,3,1,laboratory technician,2,,1841.67,4788.33,1,desconocido,13,3,1,part time,1,1,3,1,1,0,0,1999,22100.0,yes
42,no,travel_frequently,1360.98,26,5,1379,1,F,3,3,research director,1,married,10992.5,28580.5,3,yes,17,3,3,,0,,6,3,1,0,0,1981,131910.0,no
49,no,,1973.98,4,2,1380,1,M,2,5,manager,3,married,4492.84,41453.67,2,desconocido,13,,3,full time,1,23,2,4,1,0,0,1974,191324.62,yes
48,no,travel_rarely,290.04,2,2,1381,4,M,4,1,laboratory technician,2,single,2342.59,6090.75,5,desconocido,11,3,3,,0,7,4,2,1,0,0,1975,53914.11,yes
29,no,travel_rarely,556.26,7,3,1382,3,M,3,2,healthcare representative,4,,4492.84,11681.39,1,desconocido,11,3,2,part time,2,6,2,3,6,1,0,1994,53914.11,yes
48,no,,1884.48,1,3,1383,4,M,2,5,research director,4,single,15220.83,39574.17,6,no,12,3,3,,0,,3,4,1,0,0,1975,182650.0,yes
34,no,,290.04,20,3,1384,3,F,4,1,research scientist,3,,2342.59,6090.75,0,no,17,3,4,part time,0,2,5,2,1,0,0,1989,28111.13,yes
19,no,,290.04,25,3,1385,2,F,4,1,research scientist,4,single,2342.59,6090.75,1,desconocido,12,3,4,part time,0,1,2,3,1,0,1,2004,28111.13,yes
23,no,,290.04,1,2,1386,4,M,3,1,research scientist,3,,2342.59,6090.75,1,no,22,4,4,part time,1,1,2,3,1,0,1,2000,28111.13,no
25,yes,travel_frequently,115.35,32,1,1387,3,M,1,1,sales representative,4,single,93167.0,2422.33,1,yes,14,,4,,0,1,4,3,1,1,0,1998,53914.11,yes
42,no,,244.73,34,4,1388,2,F,4,2,research scientist,2,married,4492.84,5139.33,6,yes,16,3,4,part time,0,18,2,3,1,0,0,1981,23720.0,no
51,no,travel_frequently,292.81,6,2,1389,2,F,2,1,laboratory technician,3,single,2365.0,6149.0,0,desconocido,14,3,2,full time,0,8,6,2,7,7,7,1972,28380.0,no
45,no,travel_frequently,1863.44,25,3,1390,2,F,3,5,manager,2,,15050.83,39132.17,3,desconocido,22,4,3,full time,0,22,4,3,0,0,0,1978,180610.0,no
27,no,,290.04,11,3,1391,3,F,4,1,sales representative,4,married,2342.59,6090.75,8,desconocido,14,,2,part time,1,5,4,3,1,0,0,1996,28111.13,yes
18,no,non-travel,166.21,1,3,1392,4,F,3,1,laboratory technician,4,single,1342.5,3490.5,1,desconocido,15,3,3,part time,0,0,5,4,0,0,0,2005,16110.0,no
